farmers_ahead,total_qty_ahead_kg,quantity_kg,crop_type,produce_quality_grade,active_counters,staff_present,center_daily_capacity_quintals,vehicle_type,slot_hour,day_of_week,is_harvest_peak_season,weather_condition,actual_wait_time_minutes
11,11900,1010,Wheat,Grade A,4,9,500,Tractor Trolley,10,5,1,Clear,38.9
1,1400,1080,Wheat,Grade B,3,4,1000,Mini Truck (Pickup),9,2,0,Clear,3.2
9,10600,990,Sugarcane,Grade A,3,4,2500,Mini Truck (Pickup),11,4,1,Overcast,71.1
2,2900,2360,Maize,Grade A,3,8,2500,Mini Truck (Pickup),15,5,1,Clear,16.9
15,22000,1730,Maize,Grade B,2,9,1000,Bullock Cart,10,6,1,Clear,118.6
2,2400,1930,Cotton,Grade A,3,6,2500,Truck (6-Wheeler),14,5,0,Clear,16.2
6,7700,770,Paddy,Grade B,2,6,1000,Mini Truck (Pickup),10,4,0,Clear,37.6
9,9200,1110,Wheat,Grade A,3,8,2500,Bullock Cart,11,0,0,Clear,42.4
3,2800,610,Paddy,Grade B,4,10,2500,Mini Truck (Pickup),15,0,1,Clear,17.7
8,8800,380,Paddy,Grade C (High Moisture),2,5,500,Tractor Trolley,12,4,0,Clear,69.5
10,14300,2290,Maize,Grade A,3,7,1500,Tractor Trolley,11,2,0,Clear,43.5
7,7500,380,Cotton,Grade A,2,4,1000,Tractor Trolley,14,1,1,Overcast,69.0
9,13100,1090,Wheat,Grade A,3,8,4000,Mini Truck (Pickup),12,4,1,Clear,37.0
5,7200,2980,Wheat,Grade B,1,4,1500,Tractor Trolley,16,0,0,Clear,51.0
3,3300,1730,Wheat,Grade A,2,6,2500,Mini Truck (Pickup),9,1,1,Clear,18.6
8,10600,890,Paddy,Grade B,2,6,500,Bullock Cart,13,3,0,Overcast,56.7
8,9900,2300,Chana,Grade B,4,12,2500,Tractor Trolley,11,4,0,Clear,26.9
4,4200,1910,Mustard,Grade A,3,9,1500,Bullock Cart,13,1,1,Clear,31.3
5,7200,780,Maize,Grade A,3,6,1500,Tractor Trolley,15,0,0,Clear,24.4
7,10000,510,Paddy,Grade A,3,6,1000,Bullock Cart,11,5,0,Clear,45.9
3,3100,840,Paddy,Grade B,2,4,1500,Bullock Cart,9,3,1,Clear,36.9
1,1000,850,Wheat,Grade A,4,10,2500,Mini Truck (Pickup),16,6,0,Clear,6.0
5,7300,1130,Soybean,Grade B,3,12,1000,Tractor Trolley,14,2,0,Clear,25.4
6,7500,1350,Maize,Grade A,2,3,1000,Tractor Trolley,10,6,0,Clear,54.5
5,6800,1870,Wheat,Grade A,4,11,1500,Mini Truck (Pickup),16,5,0,Clear,15.8
5,5700,150,Cotton,Grade A,2,3,1500,Tractor Trolley,12,5,0,Overcast,63.1
8,10200,3310,Paddy,Grade B,2,7,1500,Tractor Trolley,11,4,0,Clear,53.0
10,9700,2600,Mustard,Grade B,2,4,500,Tractor Trolley,11,1,1,Heavy Rain,135.4
9,11000,1570,Chana,Grade B,3,3,1000,Mini Truck (Pickup),13,3,1,Clear,67.2
2,2700,1040,Cotton,Grade B,3,7,1000,Tractor Trolley,14,4,0,Overcast,13.7
5,4900,1020,Cotton,Grade B,2,3,1000,Mini Truck (Pickup),14,5,0,Clear,66.9
6,6200,1380,Wheat,Grade A,3,7,1500,Mini Truck (Pickup),12,0,0,Overcast,30.1
9,12200,2330,Wheat,Grade C (High Moisture),2,6,2500,Mini Truck (Pickup),10,0,1,Clear,77.2
6,9000,1110,Wheat,Grade A,2,9,500,Tractor Trolley,15,3,0,Clear,30.3
8,7400,1000,Wheat,Grade B,3,9,2500,Bullock Cart,11,1,1,Clear,52.4
2,1900,2090,Maize,Grade A,1,5,1500,Tractor Trolley,8,2,0,Overcast,25.3
3,3300,820,Mustard,Grade A,3,12,1500,Tractor Trolley,15,4,1,Clear,17.4
12,18000,2900,Wheat,Grade A,1,2,1000,Tractor Trolley,11,0,1,Clear,152.8
1,1400,320,Maize,Grade A,1,2,2500,Tractor Trolley,14,2,0,Clear,17.2
2,3000,1460,Wheat,Grade B,2,5,1500,Mini Truck (Pickup),9,2,0,Clear,12.2
4,6000,1370,Paddy,Grade A,3,8,1000,Tractor Trolley,14,0,1,Clear,18.3
6,6200,420,Wheat,Grade A,2,6,1000,Mini Truck (Pickup),12,1,0,Clear,32.8
7,9800,1570,Paddy,Grade C (High Moisture),2,4,1500,Mini Truck (Pickup),10,2,0,Overcast,74.1
7,6800,1320,Wheat,Grade B,1,2,4000,Tractor Trolley,16,4,0,Clear,87.8
5,7500,1930,Paddy,Grade A,3,9,1000,Tractor Trolley,11,4,0,Clear,30.6
7,7500,1260,Paddy,Grade B,3,11,1500,Bullock Cart,11,2,1,Clear,43.9
8,11900,1050,Sugarcane,Grade A,2,5,4000,Tractor Trolley,12,3,1,Light Rain,69.0
6,6500,1140,Wheat,Grade B,2,4,1000,Tractor Trolley,17,3,0,Clear,43.4
3,3300,1280,Wheat,Grade A,1,2,4000,Tractor Trolley,14,4,0,Clear,34.1
8,10700,2420,Wheat,Grade A,3,12,1500,Tractor Trolley,14,4,0,Heavy Rain,54.0
10,12600,1140,Mustard,Grade A,3,3,500,Tractor Trolley,12,4,0,Clear,71.9
11,16200,1310,Wheat,Grade A,3,3,2500,Tractor Trolley,12,4,1,Clear,69.0
10,12200,540,Maize,Grade A,1,6,500,Mini Truck (Pickup),13,4,1,Overcast,103.3
6,6600,2010,Cotton,Grade A,5,12,1500,Mini Truck (Pickup),11,3,0,Clear,24.7
6,6700,1130,Cotton,Grade C (High Moisture),5,12,500,Tractor Trolley,9,1,1,Clear,32.8
14,20500,1250,Cotton,Grade A,4,8,1000,Tractor Trolley,13,2,1,Overcast,83.8
3,3300,620,Wheat,Grade B,3,5,1000,Tractor Trolley,15,4,0,Clear,17.5
4,4400,2760,Wheat,Grade A,2,8,4000,Tractor Trolley,16,2,1,Heavy Rain,50.4
4,4800,1240,Paddy,Grade B,2,7,2500,Tractor Trolley,10,1,1,Clear,33.0
6,7300,540,Cotton,Grade A,4,12,1000,Tractor Trolley,15,6,0,Clear,28.4
1,1000,1350,Wheat,Grade A,2,7,4000,Truck (6-Wheeler),17,3,1,Clear,14.4
4,4400,370,Wheat,Grade A,4,12,1500,Truck (6-Wheeler),11,2,0,Clear,20.0
3,3500,1880,Sugarcane,Grade B,2,7,4000,Tractor Trolley,9,0,0,Clear,21.1
5,7500,1600,Wheat,Grade A,2,8,2500,Tractor Trolley,10,5,0,Overcast,30.8
2,2500,550,Maize,Grade A,2,7,4000,Mini Truck (Pickup),14,0,0,Overcast,15.1
8,7800,1360,Maize,Grade A,3,4,500,Truck (6-Wheeler),12,5,0,Clear,62.3
9,13000,2030,Paddy,Grade A,3,2,2500,Tractor Trolley,11,0,1,Clear,65.7
11,14400,2030,Wheat,Grade B,2,2,500,Tractor Trolley,13,4,0,Clear,104.9
4,5300,1520,Wheat,Grade B,2,3,1000,Mini Truck (Pickup),11,4,0,Clear,42.5
6,8500,440,Mustard,Grade A,2,5,1000,Mini Truck (Pickup),14,2,1,Clear,43.3
11,14700,1460,Mustard,Grade A,2,5,1500,Tractor Trolley,13,3,1,Clear,78.0
3,3700,600,Maize,Grade A,3,7,1500,Bullock Cart,15,4,0,Clear,11.5
7,7400,1440,Chana,Grade C (High Moisture),3,5,1500,Mini Truck (Pickup),13,5,0,Clear,55.9
13,16300,2120,Mustard,Grade A,3,2,1000,Tractor Trolley,12,1,1,Clear,102.9
7,10000,1550,Wheat,Grade A,3,5,1000,Tractor Trolley,16,4,1,Clear,38.2
6,7600,450,Wheat,Grade A,3,9,4000,Truck (6-Wheeler),11,0,0,Clear,30.8
8,11600,1510,Soybean,Grade A,3,7,4000,Mini Truck (Pickup),11,3,0,Clear,40.5
6,7700,1220,Wheat,Grade B,3,8,1500,Tractor Trolley,13,3,0,Clear,29.4
5,6900,1040,Wheat,Grade A,3,4,1500,Tractor Trolley,14,1,0,Clear,31.3
3,4000,910,Mustard,Grade B,3,10,1500,Tractor Trolley,11,2,0,Overcast,21.3
13,18600,500,Paddy,Grade A,3,7,1500,Mini Truck (Pickup),12,1,0,Clear,54.2
9,11500,990,Chana,Grade B,4,11,4000,Tractor Trolley,10,4,1,Clear,38.0
4,3900,1490,Mustard,Grade A,1,4,500,Tractor Trolley,14,1,0,Clear,51.9
5,5200,1790,Wheat,Grade B,3,6,1500,Tractor Trolley,9,0,0,Light Rain,36.2
8,9100,2580,Chana,Grade A,4,8,1500,Truck (6-Wheeler),12,0,0,Clear,36.3
5,4900,1070,Wheat,Grade B,3,10,1000,Bullock Cart,16,2,0,Clear,20.9
4,4200,1620,Paddy,Grade B,2,9,500,Tractor Trolley,15,2,0,Clear,30.1
8,9000,1050,Paddy,Grade A,2,7,1000,Tractor Trolley,12,5,1,Clear,52.7
8,9600,1260,Wheat,Grade A,4,7,1000,Tractor Trolley,10,0,1,Overcast,40.2
11,10500,2940,Paddy,Grade C (High Moisture),2,4,2500,Mini Truck (Pickup),11,1,1,Overcast,123.4
1,1200,230,Wheat,Grade A,2,7,1000,Mini Truck (Pickup),14,4,1,Clear,5.5
11,14500,1200,Paddy,Grade C (High Moisture),3,12,1500,Mini Truck (Pickup),13,4,1,Overcast,70.9
5,6500,640,Paddy,Grade A,4,8,1000,Tractor Trolley,9,5,1,Clear,25.2
8,11000,970,Maize,Grade A,5,9,4000,Mini Truck (Pickup),12,3,1,Clear,29.9
9,8300,760,Maize,Grade A,3,11,1000,Bullock Cart,10,2,0,Clear,41.5
7,7000,3020,Wheat,Grade A,4,6,500,Tractor Trolley,10,3,1,Clear,39.6
10,9600,810,Paddy,Grade A,3,10,1500,Mini Truck (Pickup),12,5,1,Clear,40.6
5,7200,390,Paddy,Grade A,3,8,2500,Mini Truck (Pickup),13,1,0,Clear,18.0
15,19700,1340,Wheat,Grade C (High Moisture),3,6,1500,Tractor Trolley,11,0,1,Clear,111.3
11,10400,710,Maize,Grade B,4,5,500,Mini Truck (Pickup),13,5,1,Clear,73.8
12,16900,2880,Mustard,Grade A,2,5,1500,Tractor Trolley,10,1,1,Clear,91.3
8,10600,630,Wheat,Grade A,3,11,1500,Mini Truck (Pickup),12,0,0,Overcast,35.8
9,10200,2220,Paddy,Grade B,2,4,4000,Tractor Trolley,10,5,1,Overcast,83.8
4,4000,2040,Wheat,Grade A,1,5,1000,Bullock Cart,10,3,0,Clear,41.2
3,3100,2380,Mustard,Grade B,5,12,1000,Tractor Trolley,15,3,0,Light Rain,24.9
7,7200,960,Wheat,Grade A,4,8,500,Tractor Trolley,11,2,0,Clear,26.7
8,7300,960,Sugarcane,Grade B,3,5,1500,Truck (6-Wheeler),12,1,0,Overcast,63.9
8,8200,2300,Maize,Grade B,2,4,1000,Truck (6-Wheeler),13,0,1,Overcast,89.9
6,5500,1260,Paddy,Grade B,4,7,4000,Tractor Trolley,14,4,0,Clear,28.5
8,8800,750,Cotton,Grade A,2,3,1500,Tractor Trolley,12,3,1,Clear,109.7
15,17300,1220,Soybean,Grade A,3,2,1000,Tractor Trolley,12,3,1,Clear,116.6
8,9100,470,Cotton,Grade A,5,12,1000,Tractor Trolley,11,4,0,Heavy Rain,64.3
0,0,790,Wheat,Grade B,3,8,1000,Mini Truck (Pickup),15,4,0,Clear,3.0
8,7700,1770,Paddy,Grade A,2,3,1500,Tractor Trolley,12,4,1,Light Rain,89.5
8,9100,1440,Soybean,Grade B,3,4,500,Tractor Trolley,11,5,1,Clear,78.4
5,6200,1140,Mustard,Grade A,3,4,4000,Mini Truck (Pickup),11,6,0,Clear,38.9
6,8100,2440,Mustard,Grade A,2,4,2500,Mini Truck (Pickup),12,2,0,Overcast,56.0
9,11600,320,Soybean,Grade A,2,4,500,Truck (6-Wheeler),10,2,1,Overcast,107.1
4,5500,810,Soybean,Grade B,4,11,2500,Tractor Trolley,15,5,0,Clear,9.0
15,17800,1360,Soybean,Grade B,1,4,1500,Truck (6-Wheeler),11,2,1,Clear,240.0
6,7600,820,Wheat,Grade B,3,8,1500,Mini Truck (Pickup),8,2,0,Clear,22.6
4,5800,1040,Cotton,Grade C (High Moisture),3,5,1000,Tractor Trolley,10,0,0,Clear,37.9
3,3100,870,Maize,Grade C (High Moisture),2,2,500,Mini Truck (Pickup),14,1,0,Heavy Rain,69.9
6,8700,1730,Maize,Grade B,2,4,4000,Mini Truck (Pickup),11,2,0,Clear,50.5
16,15500,3320,Cotton,Grade A,4,5,1000,Tractor Trolley,11,1,1,Clear,106.2
3,3900,1920,Wheat,Grade A,2,9,2500,Tractor Trolley,15,0,0,Clear,15.4
12,18000,990,Maize,Grade A,2,4,1500,Mini Truck (Pickup),12,6,1,Overcast,86.8
7,9900,400,Mustard,Grade C (High Moisture),1,2,1500,Tractor Trolley,13,1,0,Clear,153.1
6,8300,790,Wheat,Grade A,4,7,500,Tractor Trolley,10,2,1,Clear,31.9
15,16100,1440,Paddy,Grade A,3,6,1000,Truck (6-Wheeler),11,0,1,Overcast,100.1
4,4200,1550,Wheat,Grade C (High Moisture),2,4,1500,Tractor Trolley,16,4,1,Overcast,45.1
5,4500,570,Paddy,Grade A,3,10,500,Mini Truck (Pickup),10,3,0,Clear,20.7
9,10800,1890,Wheat,Grade B,3,8,1500,Truck (6-Wheeler),11,5,1,Overcast,57.7
11,10200,900,Paddy,Grade B,2,5,1500,Tractor Trolley,10,2,1,Light Rain,96.8
12,12600,1630,Cotton,Grade B,2,7,4000,Tractor Trolley,11,4,1,Overcast,106.3
7,8800,1080,Cotton,Grade B,3,7,1000,Tractor Trolley,11,4,0,Clear,48.3
9,12700,1270,Mustard,Grade B,2,2,1000,Tractor Trolley,11,5,1,Clear,122.8
3,4300,1040,Maize,Grade B,3,8,1500,Tractor Trolley,9,2,0,Overcast,13.2
8,9400,1440,Wheat,Grade A,4,7,500,Mini Truck (Pickup),13,1,1,Clear,40.4
4,4100,1400,Wheat,Grade B,4,8,2500,Mini Truck (Pickup),15,1,1,Clear,20.0
8,11200,750,Soybean,Grade B,4,8,500,Tractor Trolley,13,4,1,Clear,51.2
16,16500,1010,Wheat,Grade A,3,12,1000,Tractor Trolley,11,0,0,Clear,48.1
20,18900,710,Sugarcane,Grade A,3,4,500,Mini Truck (Pickup),10,4,1,Clear,136.7
15,21100,1190,Soybean,Grade A,3,10,500,Mini Truck (Pickup),12,0,1,Clear,64.1
7,7000,830,Cotton,Grade B,5,10,2500,Tractor Trolley,11,4,1,Heavy Rain,65.8
7,9700,740,Sugarcane,Grade A,3,7,500,Tractor Trolley,12,0,0,Clear,29.3
4,4200,930,Wheat,Grade B,2,2,500,Mini Truck (Pickup),17,1,1,Heavy Rain,73.0
10,10200,1050,Paddy,Grade A,2,4,1500,Tractor Trolley,10,4,0,Clear,69.4
4,3900,550,Mustard,Grade A,2,4,1000,Tractor Trolley,10,2,0,Clear,42.9
8,10200,1160,Paddy,Grade A,3,9,500,Tractor Trolley,10,2,0,Light Rain,41.4
5,5700,2460,Chana,Grade B,3,6,1000,Tractor Trolley,12,6,0,Clear,27.3
10,9100,900,Wheat,Grade A,3,2,4000,Tractor Trolley,12,3,1,Heavy Rain,90.8
5,7400,1480,Cotton,Grade A,1,2,4000,Mini Truck (Pickup),13,2,0,Light Rain,96.0
7,9000,870,Cotton,Grade C (High Moisture),3,5,1500,Mini Truck (Pickup),16,6,0,Overcast,65.5
6,6500,960,Mustard,Grade B,2,2,2500,Tractor Trolley,12,5,0,Clear,70.2
8,7300,790,Wheat,Grade B,2,9,1000,Tractor Trolley,17,2,1,Clear,50.9
4,5700,680,Paddy,Grade B,3,8,4000,Tractor Trolley,10,5,0,Clear,24.9
11,15500,1360,Soybean,Grade B,2,2,1000,Tractor Trolley,12,4,1,Clear,149.5
5,5300,750,Wheat,Grade B,3,4,1500,Tractor Trolley,12,2,0,Clear,39.0
10,12100,750,Maize,Grade C (High Moisture),5,7,500,Tractor Trolley,11,5,1,Clear,64.4
1,1100,1090,Cotton,Grade A,4,9,1000,Tractor Trolley,9,4,1,Clear,11.9
3,3000,1630,Maize,Grade A,3,6,500,Mini Truck (Pickup),15,1,1,Clear,17.1
11,12800,1060,Mustard,Grade A,2,2,1000,Bullock Cart,12,0,1,Clear,156.7
4,5400,550,Wheat,Grade C (High Moisture),2,5,4000,Tractor Trolley,9,2,1,Overcast,40.0
6,6700,1810,Cotton,Grade B,5,10,1500,Tractor Trolley,14,4,1,Clear,25.0
12,12200,540,Soybean,Grade A,1,7,1500,Tractor Trolley,13,4,0,Overcast,132.0
6,7100,3420,Paddy,Grade A,2,6,2500,Tractor Trolley,11,4,1,Overcast,42.2
7,6500,1210,Chana,Grade B,4,6,2500,Truck (6-Wheeler),13,4,0,Clear,48.0
5,4900,1760,Paddy,Grade C (High Moisture),3,5,2500,Tractor Trolley,8,5,0,Clear,41.1
10,12000,2440,Wheat,Grade B,4,9,1000,Tractor Trolley,12,5,1,Clear,46.4
10,13000,2200,Paddy,Grade B,2,5,1000,Tractor Trolley,12,1,1,Overcast,83.3
8,9800,330,Chana,Grade A,2,4,1000,Tractor Trolley,12,1,0,Clear,50.0
4,6000,1070,Paddy,Grade A,3,7,500,Mini Truck (Pickup),16,4,1,Clear,18.3
1,1100,840,Soybean,Grade B,3,4,2500,Truck (6-Wheeler),8,0,0,Overcast,13.5
3,2700,960,Soybean,Grade B,3,3,500,Tractor Trolley,14,2,1,Clear,27.4
1,1000,1070,Paddy,Grade B,2,4,1000,Tractor Trolley,14,2,0,Clear,13.7
9,11400,1270,Wheat,Grade A,4,11,1000,Tractor Trolley,11,3,1,Clear,29.6
15,16500,790,Mustard,Grade A,3,9,2500,Mini Truck (Pickup),10,3,1,Clear,70.3
9,10500,2220,Paddy,Grade A,1,4,500,Mini Truck (Pickup),11,3,0,Light Rain,96.1
8,8900,1110,Maize,Grade B,3,4,2500,Tractor Trolley,10,2,0,Clear,56.8
12,11600,1800,Paddy,Grade A,2,5,500,Tractor Trolley,10,2,0,Overcast,71.8
16,21100,1410,Paddy,Grade C (High Moisture),3,11,4000,Tractor Trolley,11,3,1,Clear,100.3
3,4000,850,Maize,Grade B,2,5,1000,Mini Truck (Pickup),14,0,0,Clear,21.4
6,6800,2040,Paddy,Grade A,4,6,1500,Mini Truck (Pickup),12,3,0,Clear,32.9
3,2900,1170,Paddy,Grade A,2,5,1500,Mini Truck (Pickup),9,0,0,Overcast,21.0
4,5500,1150,Paddy,Grade B,2,2,2500,Tractor Trolley,11,5,0,Clear,49.6
1,1400,1740,Paddy,Grade A,1,2,1500,Truck (6-Wheeler),8,0,1,Clear,20.2
10,13600,2770,Cotton,Grade B,3,10,500,Tractor Trolley,10,1,0,Clear,56.2
8,11100,250,Maize,Grade B,1,2,1000,Mini Truck (Pickup),10,5,1,Clear,130.1
7,6400,880,Paddy,Grade A,3,3,4000,Mini Truck (Pickup),13,0,1,Clear,52.9
14,14600,1790,Cotton,Grade A,3,5,1500,Bullock Cart,11,0,1,Clear,127.0
9,12800,820,Mustard,Grade A,2,5,1000,Tractor Trolley,10,4,1,Clear,69.9
2,2000,1300,Wheat,Grade A,3,11,1500,Tractor Trolley,8,5,0,Light Rain,14.9
7,6600,1620,Wheat,Grade B,4,9,2500,Tractor Trolley,10,5,0,Clear,36.6
12,13400,1020,Chana,Grade B,2,8,500,Mini Truck (Pickup),10,3,1,Clear,79.2
7,7500,370,Mustard,Grade C (High Moisture),3,6,4000,Tractor Trolley,10,1,1,Overcast,69.0
5,6100,550,Cotton,Grade B,3,7,500,Tractor Trolley,16,6,1,Overcast,39.6
6,6600,940,Mustard,Grade A,3,6,500,Truck (6-Wheeler),15,4,0,Clear,40.3
11,11200,1940,Wheat,Grade A,2,6,1000,Truck (6-Wheeler),11,1,1,Overcast,75.8
3,3600,1560,Cotton,Grade B,4,11,1500,Tractor Trolley,14,5,1,Clear,12.3
2,2600,500,Cotton,Grade A,2,3,1500,Tractor Trolley,8,4,0,Clear,27.5
4,5000,780,Cotton,Grade C (High Moisture),4,8,4000,Tractor Trolley,14,3,1,Heavy Rain,51.9
9,9600,1740,Paddy,Grade A,3,5,1500,Mini Truck (Pickup),10,1,0,Clear,48.6
7,8300,1040,Wheat,Grade C (High Moisture),3,9,1500,Mini Truck (Pickup),12,1,0,Clear,35.6
2,2900,1110,Wheat,Grade C (High Moisture),5,12,4000,Tractor Trolley,15,4,0,Clear,12.2
10,10100,560,Chana,Grade B,1,6,1000,Tractor Trolley,12,2,0,Clear,106.9
11,11200,700,Paddy,Grade A,1,3,1500,Tractor Trolley,10,3,1,Clear,125.2
6,8500,2050,Paddy,Grade B,1,2,1000,Tractor Trolley,9,5,1,Clear,102.2
7,9600,2340,Wheat,Grade B,2,6,1000,Truck (6-Wheeler),12,3,1,Clear,57.5
7,8300,830,Wheat,Grade B,2,7,1500,Tractor Trolley,12,1,0,Overcast,42.1
6,5500,290,Mustard,Grade A,2,12,1000,Mini Truck (Pickup),10,2,0,Overcast,45.5
13,15400,1180,Cotton,Grade A,1,2,1500,Bullock Cart,13,4,0,Clear,240.0
4,5800,1180,Cotton,Grade C (High Moisture),4,7,500,Mini Truck (Pickup),11,5,0,Clear,35.0
12,13100,600,Wheat,Grade C (High Moisture),2,6,1500,Tractor Trolley,10,0,0,Overcast,86.4
14,20700,1890,Maize,Grade A,3,5,1500,Tractor Trolley,13,6,1,Clear,87.0
3,3200,990,Wheat,Grade B,4,2,1000,Truck (6-Wheeler),12,1,1,Clear,29.4
7,7900,730,Wheat,Grade A,3,4,1000,Tractor Trolley,10,2,0,Clear,41.9
4,3900,2400,Paddy,Grade B,2,5,1500,Truck (6-Wheeler),15,0,1,Light Rain,48.5
16,22700,1130,Paddy,Grade A,3,7,1500,Tractor Trolley,11,2,1,Overcast,74.6
8,10600,790,Wheat,Grade C (High Moisture),5,10,1500,Tractor Trolley,10,0,0,Clear,29.6
16,17900,570,Mustard,Grade B,3,9,1000,Mini Truck (Pickup),11,2,0,Overcast,78.1
6,5600,1710,Mustard,Grade A,3,7,1500,Mini Truck (Pickup),12,3,1,Overcast,44.1
3,3800,850,Maize,Grade A,2,9,1000,Tractor Trolley,9,2,1,Clear,18.7
8,11800,540,Paddy,Grade A,2,8,2500,Tractor Trolley,13,1,0,Clear,44.9
3,3500,1570,Wheat,Grade B,3,12,2500,Truck (6-Wheeler),14,3,0,Overcast,21.2
2,2700,880,Wheat,Grade B,3,6,500,Tractor Trolley,17,4,0,Clear,15.9
3,4200,800,Sugarcane,Grade B,2,7,1000,Tractor Trolley,15,5,1,Clear,22.2
4,5100,1660,Cotton,Grade B,3,5,1000,Tractor Trolley,8,3,1,Clear,41.1
8,9200,3460,Mustard,Grade B,4,5,1000,Mini Truck (Pickup),13,5,0,Overcast,54.1
4,3700,580,Wheat,Grade C (High Moisture),2,3,500,Truck (6-Wheeler),14,0,1,Overcast,64.5
2,2500,3040,Cotton,Grade B,3,6,1500,Tractor Trolley,9,1,0,Heavy Rain,47.2
7,6800,1070,Wheat,Grade A,2,6,500,Tractor Trolley,11,4,0,Clear,36.7
2,3000,920,Cotton,Grade B,1,9,1000,Tractor Trolley,9,0,0,Overcast,35.3
12,16300,1380,Chana,Grade A,2,11,2500,Mini Truck (Pickup),13,1,0,Clear,53.8
10,10100,1190,Chana,Grade C (High Moisture),2,4,2500,Mini Truck (Pickup),12,3,0,Clear,95.2
3,3500,1850,Cotton,Grade A,3,9,1000,Tractor Trolley,15,0,0,Clear,15.2
6,6000,2370,Paddy,Grade A,2,5,1000,Tractor Trolley,12,1,0,Clear,38.5
7,7700,350,Chana,Grade A,4,8,500,Tractor Trolley,11,4,0,Overcast,28.1
11,14900,690,Mustard,Grade B,2,2,1500,Tractor Trolley,11,0,0,Clear,128.1
5,6500,3870,Wheat,Grade A,2,8,2500,Tractor Trolley,11,1,0,Clear,28.6
7,8500,980,Paddy,Grade C (High Moisture),2,7,1500,Truck (6-Wheeler),13,2,1,Overcast,76.6
0,0,390,Wheat,Grade A,4,9,2500,Tractor Trolley,9,4,0,Clear,3.3
2,2000,990,Paddy,Grade A,3,7,1500,Mini Truck (Pickup),8,4,0,Clear,8.8
11,10900,1250,Paddy,Grade A,2,6,500,Tractor Trolley,11,1,1,Clear,66.0
3,3200,730,Cotton,Grade A,2,5,1500,Truck (6-Wheeler),15,2,0,Heavy Rain,53.5
11,15400,660,Paddy,Grade A,3,8,1000,Tractor Trolley,13,1,1,Clear,53.4
3,4300,2100,Wheat,Grade A,1,2,500,Tractor Trolley,15,2,0,Clear,33.2
6,8400,640,Cotton,Grade A,5,12,1500,Tractor Trolley,11,5,1,Light Rain,44.1
11,15900,1250,Maize,Grade A,4,12,2500,Mini Truck (Pickup),13,0,1,Heavy Rain,74.5
4,5800,590,Mustard,Grade A,4,6,1500,Tractor Trolley,11,1,0,Clear,26.0
6,7000,360,Paddy,Grade B,3,8,1000,Bullock Cart,15,0,0,Clear,27.4
4,4800,1420,Chana,Grade A,3,6,1000,Mini Truck (Pickup),11,3,1,Overcast,27.5
5,6000,4490,Soybean,Grade A,2,5,500,Tractor Trolley,16,5,0,Clear,35.8
7,10000,660,Wheat,Grade A,2,7,500,Tractor Trolley,9,4,1,Clear,36.2
5,7000,590,Wheat,Grade B,1,5,1500,Tractor Trolley,13,0,0,Light Rain,58.9
6,6200,1950,Maize,Grade A,1,5,500,Tractor Trolley,11,0,0,Clear,58.1
5,6000,1890,Maize,Grade B,1,5,1000,Tractor Trolley,11,2,0,Clear,63.8
12,11600,950,Chana,Grade C (High Moisture),2,2,1500,Tractor Trolley,13,1,1,Clear,177.8
12,13100,660,Soybean,Grade A,2,5,1500,Truck (6-Wheeler),11,0,1,Clear,106.8
4,4400,1030,Cotton,Grade A,3,3,1000,Mini Truck (Pickup),16,3,0,Overcast,37.4
2,2400,1200,Cotton,Grade A,2,5,1500,Mini Truck (Pickup),15,1,0,Overcast,22.4
1,1100,490,Wheat,Grade A,3,5,500,Tractor Trolley,9,1,0,Clear,8.4
15,13900,460,Wheat,Grade A,2,4,1000,Tractor Trolley,10,1,1,Clear,101.7
3,2900,1600,Paddy,Grade A,5,9,500,Tractor Trolley,16,4,0,Clear,15.5
7,10300,390,Mustard,Grade C (High Moisture),3,8,500,Mini Truck (Pickup),13,0,0,Overcast,41.7
7,6400,680,Cotton,Grade A,3,8,1500,Tractor Trolley,12,6,0,Clear,35.7
8,8400,370,Maize,Grade A,3,12,1500,Tractor Trolley,12,0,1,Clear,34.0
5,6100,1030,Wheat,Grade B,3,3,500,Mini Truck (Pickup),10,2,0,Overcast,37.6
8,11600,1910,Cotton,Grade A,3,7,1000,Tractor Trolley,12,0,0,Clear,46.8
4,5800,1740,Wheat,Grade A,3,8,2500,Tractor Trolley,11,0,0,Clear,17.9
9,9100,1350,Paddy,Grade B,4,11,4000,Tractor Trolley,13,3,1,Clear,40.0
5,7000,430,Maize,Grade A,4,9,1500,Mini Truck (Pickup),14,0,0,Light Rain,30.4
4,5300,1490,Mustard,Grade B,3,6,2500,Truck (6-Wheeler),17,0,1,Clear,35.3
7,9500,2750,Sugarcane,Grade A,4,12,1000,Bullock Cart,13,2,0,Clear,29.8
14,18800,1110,Wheat,Grade A,3,2,4000,Mini Truck (Pickup),12,4,1,Overcast,89.1
5,6500,390,Paddy,Grade B,2,8,4000,Truck (6-Wheeler),9,3,0,Heavy Rain,73.1
15,17900,580,Paddy,Grade A,2,6,1000,Tractor Trolley,12,5,1,Clear,85.1
2,2500,440,Paddy,Grade A,4,11,500,Tractor Trolley,10,3,0,Clear,17.7
6,6300,600,Soybean,Grade A,3,9,1000,Tractor Trolley,15,0,0,Clear,28.2
3,2800,620,Mustard,Grade B,2,4,2500,Tractor Trolley,11,3,0,Clear,28.6
6,8000,480,Soybean,Grade B,3,6,1500,Tractor Trolley,11,4,0,Clear,44.7
